source,ptcp,time_start,time_end,age,agebin,spkr,vcm,lex,mwu,voc_type,spkr_bi,n_utts_per_file,n_utts_per_min
8313rcd,6079chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
185rcd,6079chi,39.29,40.9,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
185rcd,6079chi,48.17,48.73,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
185rcd,6079chi,49.63,50.68,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
185rcd,6079chi,55.5,55.66,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
185rcd,6079chi,57.54,58.12,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
185rcd,6079chi,164.51,165.47,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
7583rcd,6079chi,276.23,276.64,13,"(12,18]",woman,no,no,no,no,ADU,3,0.6
7583rcd,6079chi,277.42,278.7,13,"(12,18]",woman,no,no,no,no,ADU,3,0.6
7583rcd,6079chi,281.99,283.21,13,"(12,18]",woman,no,no,no,no,ADU,3,0.6
6181rcd,6079chi,75.915,76.555,13,"(12,18]",boy,no,no,no,no,OTRCHI,2,0.4
6181rcd,6079chi,77.635,78.355,13,"(12,18]",boy,no,no,no,no,OTRCHI,2,0.4
1236rcd,6079chi,162.98,164.23,13,"(12,18]",woman,no,no,no,no,ADU,1,0.2
4447rcd,6079chi,78.41,79.44,13,"(12,18]",woman,no,no,no,no,ADU,4,0.8
4447rcd,6079chi,263.157,263.86,13,"(12,18]",woman,no,no,no,no,ADU,4,0.8
4447rcd,6079chi,265.61,268.15,13,"(12,18]",woman,no,no,no,no,ADU,4,0.8
4447rcd,6079chi,269.07,269.39,13,"(12,18]",woman,no,no,no,no,ADU,4,0.8
9183rcd,9850chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3734rcd,9850chi,11.09,11.65,7,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
3734rcd,9850chi,17.04,18.08,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,31.5,31.74,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,34.1,34.35,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,35.25,35.44,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,36.83,37.15,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,46.96,47.94,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,49.35,50.77,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,68.39,69.25,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,71.16,71.38,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,73.64,74.17,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,76.15,79.15,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,81.03,81.57,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,82.67,82.95,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,83.74,84.52,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,87.145,88.485,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,89.66,89.88,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,96.81,97.13,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,99.24,99.98,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,102.19,102.46,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,103.175,103.54,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,106.13,106.47,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,109.73,110.01,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,145.75,145.93,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,148.91,149.47,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,158.77,158.92,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,162.62,162.88,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,163.61,164.03,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,171.12,171.33,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,173.29,173.47,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,180.18,180.37,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,203.47,203.65,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,240.3,240.46,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,254.77,255.37,7,"(6,12]",boy,no,no,no,no,OTRCHI,3,0.6
3734rcd,9850chi,255.81,256.31,7,"(6,12]",boy,no,no,no,no,OTRCHI,3,0.6
3734rcd,9850chi,256.87,257.13,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,257.87,258.4,7,"(6,12]",woman,no,no,no,no,ADU,35,7
3734rcd,9850chi,265.38,265.76,7,"(6,12]",woman,no,no,no,no,ADU,35,7
7875rcd,9850chi,8.25,8.69,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,20.18,20.43,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,22.37,25.15,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,40.69,41.16,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,42,42.4,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,46.84,48.67,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,88.515,89.625,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,187.855,189.115,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
7875rcd,9850chi,262.15,263.48,7,"(6,12]",woman,no,no,no,no,ADU,9,1.8
1301rcd,9850chi,7.294,7.593,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
1301rcd,9850chi,14.317,14.701,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
1301rcd,9850chi,19.055,21.472,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
1301rcd,9850chi,166.667,167.085,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
1301rcd,9850chi,169.54,170.547,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
1301rcd,9850chi,173.02,173.77,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
1301rcd,9850chi,182.786,183.169,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
635rcd,9850chi,1.94,3.16,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,5.36,7.19,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,59.915,63.065,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,66.405,68.985,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,70.045,71.125,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,78.91,85.495,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,87.062,90.012,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,146.18,149.45,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,150.22,155.69,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,156.585,159.175,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,159.76,161.265,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,161.725,165.42,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,168.89,170.73,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,174.575,175.315,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,176.935,178.755,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,179.565,181.62,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,182.485,184.635,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,185.51,186.59,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,187.57,189.75,7,"(6,12]",woman,no,no,no,no,ADU,20,4
635rcd,9850chi,219.41,221.25,7,"(6,12]",woman,no,no,no,no,ADU,20,4
7706rcd,9850chi,12.01,12.69,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,13.48,13.72,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,45.66,47.07,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,48.19,48.73,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,64.86,65.12,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,145.79,146.31,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,149.13,150.11,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,151.12,152.08,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,155.64,156,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,165.82,166.368,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,166.89,167.52,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,175.29,175.97,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,202.98,203.51,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,204.49,205.08,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,205.22,205.63,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
7706rcd,9850chi,215.44,216.03,7,"(6,12]",woman,no,no,no,no,ADU,16,3.2
2984rcd,9850chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9802rcd,9850chi,147.64,150.55,7,"(6,12]",woman,no,no,no,no,ADU,4,0.8
9802rcd,9850chi,168.15,170.57,7,"(6,12]",woman,no,no,no,no,ADU,4,0.8
9802rcd,9850chi,171.49,178.38,7,"(6,12]",woman,no,no,no,no,ADU,4,0.8
9802rcd,9850chi,283.49,287.5,7,"(6,12]",woman,no,no,no,no,ADU,4,0.8
3066rcd,9850chi,55.07,55.92,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
3066rcd,9850chi,243.68,246.2,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
3066rcd,9850chi,258.435,260.235,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
3066rcd,9850chi,262.005,263.155,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
3066rcd,9850chi,264.54,266.46,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
3066rcd,9850chi,267.235,268.575,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
3066rcd,9850chi,276.96,278.65,7,"(6,12]",woman,no,no,no,no,ADU,7,1.4
8422rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
994rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7343rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6804rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7584rcd,3822chi,20.528,20.707,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,46.256,47.356,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,82.013,82.528,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,84.429,84.797,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,85.903,88.63,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,124.851,125.087,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,192.61,194.462,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,197.253,197.505,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,198.72,198.916,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,229.344,230.254,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,232.258,232.904,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,233.377,235.159,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,251.762,252.669,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,253.567,254.024,6,"(0,6]",woman,no,no,no,no,ADU,15,3
7584rcd,3822chi,268.975,272.212,6,"(0,6]",woman,no,no,no,no,ADU,15,3
1707rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7205rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7399rcd,3822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6060rcd,3822chi,228.123,229.767,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,230.3,231.541,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,232.002,233.068,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,233.48,234.582,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,234.929,235.945,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,236.039,236.899,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,246.291,246.956,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,247.562,248.188,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,248.886,249.41,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,249.779,250.357,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,251.501,251.83,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,252.416,252.849,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,253.463,254.862,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,255.66,258.351,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,264.152,264.9,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
6060rcd,3822chi,266.636,267.529,6,"(0,6]",boy,no,no,no,no,OTRCHI,16,3.2
2415rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4971rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2565rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5774rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6298rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4085rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1638rcd,7861chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5084rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3244rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7047rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4039rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4984rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3437rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7415rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1154rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8204rcd,2648chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3237rcd,231chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8448rcd,231chi,141.92,143.07,9,"(6,12]",woman,no,no,no,no,ADU,3,0.6
8448rcd,231chi,143.745,146.55,9,"(6,12]",woman,no,no,no,no,ADU,3,0.6
8448rcd,231chi,170.48,172.07,9,"(6,12]",woman,no,no,no,no,ADU,3,0.6
5511rcd,231chi,72.08,72.86,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,96.32,96.91,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,98,98.98,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,103.05,104.32,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,104.855,105.395,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,106.205,107.715,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,116.17,117.11,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,152.36,152.72,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,162.8,163.26,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,187.435,187.795,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,192.454,194.13,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,202.55,203.733,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,257.58,258.388,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,290.05,291.25,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
5511rcd,231chi,296.869,299.211,9,"(6,12]",girl,no,no,no,no,OTRCHI,15,3
1443rcd,231chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8848rcd,231chi,1.46,2.79,9,"(6,12]",woman,no,no,no,no,ADU,2,0.4
8848rcd,231chi,3.82,5.6,9,"(6,12]",woman,no,no,no,no,ADU,2,0.4
6952rcd,231chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9124rcd,231chi,229.49,230.615,9,"(6,12]",woman,no,no,no,no,ADU,1,0.2
398rcd,231chi,57.82,58.3,9,"(6,12]",woman,no,no,no,no,ADU,3,0.6
398rcd,231chi,95.68,97.22,9,"(6,12]",woman,no,no,no,no,ADU,3,0.6
398rcd,231chi,169.09,169.72,9,"(6,12]",woman,no,no,no,no,ADU,3,0.6
2754rcd,231chi,88.66,91.39,9,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
2754rcd,231chi,92.6,93.04,9,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
2754rcd,231chi,95.97,98.06,9,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
2754rcd,231chi,146.49,146.78,9,"(6,12]",woman,no,no,no,no,ADU,1,0.2
8004rcd,7391chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6917rcd,7391chi,103.28,105.28,16,"(12,18]",man,no,no,no,no,ADU,3,0.6
6917rcd,7391chi,159.83,161.45,16,"(12,18]",woman,no,no,no,no,ADU,3,0.6
6917rcd,7391chi,174.48,175.89,16,"(12,18]",man,no,no,no,no,ADU,3,0.6
6917rcd,7391chi,289.76,290.19,16,"(12,18]",girl,no,no,no,no,OTRCHI,2,0.4
6917rcd,7391chi,291.22,291.56,16,"(12,18]",girl,no,no,no,no,OTRCHI,2,0.4
1387rcd,7391chi,13.953,14.51,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,81.47,81.8,16,"(12,18]",woman,no,no,no,no,ADU,4,0.8
1387rcd,7391chi,83.6,83.98,16,"(12,18]",woman,no,no,no,no,ADU,4,0.8
1387rcd,7391chi,129.27,129.56,16,"(12,18]",woman,no,no,no,no,ADU,4,0.8
1387rcd,7391chi,131.75,132.14,16,"(12,18]",woman,no,no,no,no,ADU,4,0.8
1387rcd,7391chi,180.29,180.8,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,192.89,194.5,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,197.21,198.41,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,199.13,200.2,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,200.82,201.3,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,201.97,202.27,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,203.45,204.23,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,206.06,206.4,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,211.19,211.62,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,214.07,214.56,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,236.77,238.18,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,239.57,239.98,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,241.9,242.16,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,242.97,243.24,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,244.13,244.68,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,259.51,261.96,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,262.34,263.36,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,264.19,264.41,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,271.15,271.47,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,277.137,277.75,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,280.53,280.78,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,282.81,283.45,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
1387rcd,7391chi,293.1,293.96,16,"(12,18]",girl,no,no,no,no,OTRCHI,24,4.8
77rcd,7391chi,194.54,196,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
77rcd,7391chi,197.75,198.41,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
77rcd,7391chi,199.98,202.73,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
77rcd,7391chi,265.17,266.52,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
77rcd,7391chi,266.87,268.15,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
77rcd,7391chi,269.68,270.65,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
77rcd,7391chi,275.02,275.93,16,"(12,18]",woman,no,no,no,no,ADU,7,1.4
7641rcd,7391chi,14.8,15.47,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,22.48,23.04,16,"(12,18]",man,no,no,no,no,ADU,4,0.8
7641rcd,7391chi,26.23,27.78,16,"(12,18]",man,no,no,no,no,ADU,4,0.8
7641rcd,7391chi,29.89,30.22,16,"(12,18]",man,no,no,no,no,ADU,4,0.8
7641rcd,7391chi,32.43,34.14,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,34.67,35.17,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,37.22,38.01,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,39.325,40.97,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,43.28,43.97,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,44.9,46.93,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,54.23,55.18,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,140.23,140.49,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,151.97,152.23,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,154.65,156.32,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,157.275,158.34,16,"(12,18]",man,no,no,no,no,ADU,4,0.8
7641rcd,7391chi,158.52,159,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,162.8,163.63,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,166.18,166.56,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,178.66,179.3,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,183.74,185.26,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,207.3,207.93,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,244.06,244.45,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,260.54,262.24,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,268.27,268.74,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,270.66,273.12,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,279.26,280.98,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
7641rcd,7391chi,281.4,282.8,16,"(12,18]",girl,no,no,no,no,OTRCHI,23,4.6
4920rcd,7391chi,79.7,80.13,16,"(12,18]",girl,no,no,no,no,OTRCHI,1,0.2
4920rcd,7391chi,99.86,101.95,16,"(12,18]",man,no,no,no,no,ADU,3,0.6
4920rcd,7391chi,113.49,113.79,16,"(12,18]",woman,no,no,no,no,ADU,3,0.6
4920rcd,7391chi,127.6,128.13,16,"(12,18]",woman,no,no,no,no,ADU,3,0.6
8683rcd,7391chi,17.43,19.87,16,"(12,18]",girl,no,no,no,no,OTRCHI,6,1.2
8683rcd,7391chi,20.15,20.96,16,"(12,18]",girl,no,no,no,no,OTRCHI,6,1.2
8683rcd,7391chi,118.51,120.24,16,"(12,18]",woman,no,no,no,no,ADU,1,0.2
8683rcd,7391chi,154.8,155.08,16,"(12,18]",girl,no,no,no,no,OTRCHI,6,1.2
8683rcd,7391chi,156.81,157.11,16,"(12,18]",girl,no,no,no,no,OTRCHI,6,1.2
8683rcd,7391chi,159.29,160.24,16,"(12,18]",girl,no,no,no,no,OTRCHI,6,1.2
8683rcd,7391chi,240.45,241.62,16,"(12,18]",girl,no,no,no,no,OTRCHI,6,1.2
7778rcd,7391chi,2.39,2.94,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
