"","time_start","time_end","source","ptcp","age","agebin","spkr","vcm","lex","mwu","voc.type","spkr_bi"
"423",125.4,126.27,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"424",126.49,127.43,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"425",134.21,136.52,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"426",136.69,137.5,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"427",137.62,138.48,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"428",138.545,139.785,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"429",139.79,141.02,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"430",141.18,141.9,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"431",150.61,152.63,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"432",153.265,154.525,"M-F16-C01_134200_051308.eaf","M-F16-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"433",111.345,112.015,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"434",116.48,118.01,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"435",119.3,119.92,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"436",126,127.83,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"437",130.54,131.32,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"438",133.33,134,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"439",141.95,142.69,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"440",151.83,152.27,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"441",153.93,154.95,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"442",155.21,156.12,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"443",179.116,179.646,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"444",200.03,200.24,"M-F16-C01_154747_071855.eaf","M-F16-C01",22,"(18,24]","man","no","no","no","no","ADU"
"445",0.3,1.04,"M-F28-C01_094808_013045.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"446",2.4,5.76,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"447",6.65,10.27,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"448",11.21,14.57,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"449",15.07,16.99,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"450",17.64,19.13,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"451",19.755,21.08,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"452",23.21,24.535,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"453",24.97,27.07,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"454",27.12,28.4,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"455",29.715,31.215,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"456",32.5,34.785,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"457",54.15,54.99,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"458",61.55,63.34,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"459",69.31,70.53,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"460",70.8,71.58,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"461",76.049,78.61,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"462",80.49,81.3,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"463",81.93,83.12,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"464",84.203,85.113,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"465",85.521,87.001,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"466",88.106,88.759,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"467",89.6,91.04,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"468",100.718,102.172,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"469",106.971,107.931,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"470",111.217,112.703,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"471",113.31,116.381,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"472",117.008,117.522,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"473",119.393,121.579,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"474",124.37,129.377,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"475",135.371,136.841,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"476",138.75,141.88,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"477",154.77,155.13,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"478",177.3,178.03,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"479",182.23,182.93,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","girl","no","no","no","no","OTRCHI"
"480",185.96,187.16,"M-F28-C01_134619_052856.eaf","M-F28-C01",8,"(6,12]","woman","no","no","no","no","ADU"
"481",29.36,29.89,"M-F02-C01_110319_014641.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"482",39.565,40.385,"M-F02-C01_110319_014641.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"483",28.075,31.015,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"484",43.08,43.54,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"485",143.679,144.394,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"486",145.396,145.95,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"487",154.337,155.519,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"488",155.814,156.545,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"489",157.001,157.897,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"490",181.86,182.99,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"491",193.135,193.435,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"492",207.116,208.096,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"493",209.296,211.16,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"494",244.36,247.467,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"495",259.102,260.982,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"496",279.122,280.499,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"497",281.928,283.376,"M-F02-C01_111046_015408.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"498",1.07,2.1,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"499",70.61,71.14,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"500",72.41,74.03,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"501",74.65,75.12,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","girl","no","no","no","no","OTRCHI"
"502",75.98,76.41,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"503",78.54,79.24,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"504",81.16,81.66,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"505",83.1,83.63,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"506",84.25,84.65,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"507",85.425,85.94,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"508",86.275,86.605,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"509",90.166,90.47,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"510",129.04,130.335,"M-F02-C01_134350_042712.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"511",61.99,63.12,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"512",68.29,68.9,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"513",85.12,86.17,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"514",112.95,115.27,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"515",116.43,118.02,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"516",141.26,143.37,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"517",164.96,165.43,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"518",167.3,169.79,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"519",199.36,201.68,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"520",202.54,205.38,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"521",218.64,219.86,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"522",253.46,254.86,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"523",260.59,262.57,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"524",266.47,267.68,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"525",267.68,268.01,"M-F02-C01_135824_044146.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"526",2.72,3.63,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"527",6.3,6.9,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"528",20.36,20.6,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"529",149.76,150.58,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"530",175.2,175.84,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"531",176.95,177.41,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"532",178.505,179.705,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"533",219.911,220.757,"M-F02-C01_140330_044652.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"534",35.64,37.41,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"535",37.44,37.66,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"536",162.27,162.42,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"537",173.65,175.38,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"538",179.06,179.59,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"539",188.72,189.3,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","boy","no","no","no","no","OTRCHI"
"540",196.54,196.74,"M-F02-C01_143252_051614.eaf","M-F02-C01",10,"(6,12]","woman","no","no","no","no","ADU"
"541",78.54,79.05,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","girl","no","no","no","no","OTRCHI"
"542",89.83,90.98,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","girl","no","no","no","no","OTRCHI"
"543",92.78,93.43,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","boy","no","no","no","no","OTRCHI"
"544",153.91,154.51,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"545",204.19,204.44,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"546",205.655,206.12,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"547",207.42,207.99,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"548",209.15,209.73,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"549",212.43,213.02,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"550",214.61,216.21,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"551",273.56,274.1,"M-F14-C01_082812_001619.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"552",13.06,13.86,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"553",15.43,16.42,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"554",60.66,61.18,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","boy","no","no","no","no","OTRCHI"
"555",126.73,127.69,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"556",168.2,168.9,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"557",172.76,173.35,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"558",237.78,238.23,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"559",239.48,239.9,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"560",250.66,251.68,"M-F14-C01_091348_010155.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"561",193.463,193.65,"M-F14-C01_095349_014156.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"562",195.18,195.373,"M-F14-C01_095349_014156.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"563",217.04,217.309,"M-F14-C01_095349_014156.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"564",93.03,93.66,"M-F14-C01_100305_015112.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"565",94.7,95.295,"M-F14-C01_100305_015112.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"566",95.295,96.265,"M-F14-C01_100305_015112.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"567",107.22,108.03,"M-F14-C01_100305_015112.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"568",120.29,122.05,"M-F14-C01_100305_015112.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"569",213.94,214.74,"M-F14-C01_100305_015112.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"570",34.07,34.59,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"571",35.71,36.34,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"572",37.365,37.75,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"573",38.36,38.9,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"574",42.275,43.04,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"575",165.27,165.81,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"576",168.89,169.86,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"577",172.12,172.5,"M-F14-C01_111832_030639.eaf","M-F14-C01",22,"(18,24]","man","no","no","no","no","ADU"
"578",3.83,4.4,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","girl","no","no","no","no","OTRCHI"
"579",65.56,66.44,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"580",97.22,98.81,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","woman","no","no","no","no","ADU"
"581",122.72,124.2,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","girl","no","no","no","no","OTRCHI"
"582",232.03,233.24,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","boy","no","no","no","no","OTRCHI"
"583",238.81,240.08,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","girl","no","no","no","no","OTRCHI"
"584",240.98,241.72,"M-F14-C01_154658_073505.eaf","M-F14-C01",22,"(18,24]","girl","no","no","no","no","OTRCHI"
"585",12.57,13.31,"M-F21-C01_133759_052039.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"586",247.12,249.02,"M-F21-C01_133759_052039.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"587",249.975,250.995,"M-F21-C01_133759_052039.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"588",262.478,263.766,"M-F21-C01_090239_004519.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"589",265.436,265.969,"M-F21-C01_090239_004519.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"590",290.077,290.732,"M-F21-C01_090239_004519.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"591",14.93,15.72,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","boy","no","no","no","no","OTRCHI"
"592",44.01,44.925,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","boy","no","no","no","no","OTRCHI"
"593",100.405,101.392,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"594",102.085,104.585,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"595",105.26,111.837,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"596",112.137,114.08,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"597",115.06,117.919,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"598",118.73,123.64,"M-F04-C01_085303_004509.eaf","M-F04-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"599",80.32,82.43,"M-F04-C01_171020_090226.eaf","M-F04-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"600",72.08,72.86,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"601",96.32,96.91,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"602",98,98.98,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"603",103.05,104.32,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"604",104.855,105.395,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"605",106.205,107.715,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"606",116.17,117.11,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"607",152.36,152.72,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"608",162.8,163.26,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"609",187.435,187.795,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"610",192.454,194.13,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"611",202.55,203.733,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"612",257.58,258.388,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"613",290.05,291.25,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"614",296.869,299.211,"M-F26-C01_122720_032526.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"615",1.46,2.79,"M-F26-C01_134106_043912.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"616",3.82,5.6,"M-F26-C01_134106_043912.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"617",133.94,136.13,"M-F35-C01_154011_072815.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"618",136.48,137.07,"M-F35-C01_154011_072815.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"619",137.71,138.67,"M-F35-C01_154011_072815.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"620",139.51,140.55,"M-F35-C01_154011_072815.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"621",242.355,243.315,"M-F35-C01_154011_072815.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"622",245.625,246.685,"M-F35-C01_154011_072815.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"623",252.47,252.63,"M-F09-C01_081604_001108.eaf","M-F09-C01",19,"(18,24]","man","no","no","no","no","ADU"
"624",267.62,268.04,"M-F09-C01_081604_001108.eaf","M-F09-C01",19,"(18,24]","man","no","no","no","no","ADU"
"625",273.03,273.81,"M-F09-C01_081604_001108.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"626",274.59,275.24,"M-F09-C01_081604_001108.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"627",66.4,67.05,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"628",171.74,173.04,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"629",184.54,185.67,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"630",188.42,189.63,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"631",195.17,195.79,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"632",206.39,207.03,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"633",209.71,210.8,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"634",211.25,212.815,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","boy","no","no","no","no","OTRCHI"
"635",226.41,226.87,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"636",236.65,237.01,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","woman","no","no","no","no","ADU"
"637",254.85,255.81,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","boy","no","no","no","no","OTRCHI"
"638",257.615,258.96,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","boy","no","no","no","no","OTRCHI"
"639",270.01,270.76,"M-F09-C01_123854_043358.eaf","M-F09-C01",19,"(18,24]","boy","no","no","no","no","OTRCHI"
