"","time_start","time_end","source","ptcp","age","agebin","spkr","vcm","lex","mwu","voc.type","spkr_bi"
"1",28.31,29.31,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","woman","no","no","no","no","ADU"
"2",36.7,37.85,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","woman","no","no","no","no","ADU"
"3",37.95,38.45,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","woman","no","no","no","no","ADU"
"4",74.03,75.11,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","woman","no","no","no","no","ADU"
"5",174.94,175.9,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"6",177.755,179.115,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"7",181.905,182.525,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"8",183.28,184.28,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"9",185.58,186.28,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"10",187.775,188.955,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"11",211.52,212.76,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","woman","no","no","no","no","ADU"
"12",221.645,223.315,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","woman","no","no","no","no","ADU"
"13",271.51,271.79,"M-F36-C01_131612_050344.eaf","M-F36-C01",17,"(12,18]","girl","no","no","no","no","OTRCHI"
"14",13.953,14.51,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"15",81.47,81.8,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"16",83.6,83.98,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"17",129.27,129.56,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"18",131.75,132.14,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"19",180.29,180.8,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"20",192.89,194.5,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"21",197.21,198.41,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"22",199.13,200.2,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"23",200.82,201.3,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"24",201.97,202.27,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"25",203.45,204.23,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"26",206.06,206.4,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"27",211.19,211.62,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"28",214.07,214.56,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"29",236.77,238.18,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"30",239.57,239.98,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"31",241.9,242.16,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"32",242.97,243.24,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"33",244.13,244.68,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"34",259.51,261.96,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"35",262.34,263.36,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"36",264.19,264.41,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"37",271.15,271.47,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"38",277.137,277.75,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"39",280.53,280.78,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"40",282.81,283.45,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"41",293.1,293.96,"M-F27-C01_134713_052657.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"42",194.54,196,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"43",197.75,198.41,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"44",199.98,202.73,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"45",265.17,266.52,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"46",266.87,268.15,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"47",269.68,270.65,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"48",275.02,275.93,"M-F27-C01_143320_061304.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"49",14.8,15.47,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"50",22.48,23.04,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","man","no","no","no","no","ADU"
"51",26.23,27.78,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","man","no","no","no","no","ADU"
"52",29.89,30.22,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","man","no","no","no","no","ADU"
"53",32.43,34.14,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"54",34.67,35.17,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"55",37.22,38.01,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"56",39.325,40.97,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"57",43.28,43.97,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"58",44.9,46.93,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"59",54.23,55.18,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"60",140.23,140.49,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"61",151.97,152.23,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"62",154.65,156.32,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"63",157.275,158.34,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","man","no","no","no","no","ADU"
"64",158.52,159,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"65",162.8,163.63,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"66",166.18,166.56,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"67",178.66,179.3,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"68",183.74,185.26,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"69",207.3,207.93,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"70",244.06,244.45,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"71",260.54,262.24,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"72",268.27,268.74,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"73",270.66,273.12,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"74",279.26,280.98,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"75",281.4,282.8,"M-F27-C01_144316_062300.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"76",79.7,80.13,"M-F27-C01_153959_071943.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"77",99.86,101.95,"M-F27-C01_153959_071943.eaf","M-F27-C01",16,"(12,18]","man","no","no","no","no","ADU"
"78",113.49,113.79,"M-F27-C01_153959_071943.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"79",127.6,128.13,"M-F27-C01_153959_071943.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"80",17.43,19.87,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"81",20.15,20.96,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"82",118.51,120.24,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","woman","no","no","no","no","ADU"
"83",154.8,155.08,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"84",156.81,157.11,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"85",159.29,160.24,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"86",240.45,241.62,"M-F27-C01_155716_073700.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"87",2.39,2.94,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"88",70.42,70.54,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"89",72.72,73.07,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"90",103.62,105.45,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"91",106,109.7,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"92",110.67,113.3,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"93",114.65,116.07,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"94",116.39,118.36,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"95",119.46,124.2,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"96",180.14,180.55,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"97",289.14,290.4,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"98",290.71,292.1,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"99",294.62,295.2,"M-F27-C01_161149_075133.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"100",76.81,77.16,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"101",83.5,84.27,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"102",103.91,105.34,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"103",105.78,106.27,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"104",107.67,107.83,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"105",109.44,110.91,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"106",111.72,112.435,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"107",112.88,113.05,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"108",113.95,114.24,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"109",116.945,118,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"110",120.67,121.22,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"111",128.32,129.1,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"112",129.77,130.15,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"113",130.65,131.22,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"114",131.98,132.31,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"115",141.79,143.12,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"116",147.99,148.79,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"117",152.91,153.56,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"118",155.61,156.08,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"119",161.42,162.76,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"120",163.8,165.01,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"121",165.53,166.53,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"122",168.17,168.6,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"123",169.8,170,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"124",292.71,293.1,"M-F27-C01_171413_085357.eaf","M-F27-C01",16,"(12,18]","girl","no","no","no","no","OTRCHI"
"125",12.501,13.931,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","woman","no","no","no","no","ADU"
"126",64.263,65.603,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","woman","no","no","no","no","ADU"
"127",114.92,115.27,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","girl","no","no","no","no","OTRCHI"
"128",117.93,120.01,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","woman","no","no","no","no","ADU"
"129",120.085,121.97,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","woman","no","no","no","no","ADU"
"130",209.476,211.476,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","woman","no","no","no","no","ADU"
"131",211.491,212.47,"M-F37-C01_154724_073430.eaf","M-F37-C01",6,"(0,6]","woman","no","no","no","no","ADU"
"132",96.315,97.125,"M-F32-C01_084431_003414.eaf","M-F32-C01",5,"(0,6]","woman","no","no","no","no","ADU"
"133",110.159,113.874,"M-F32-C01_084431_003414.eaf","M-F32-C01",5,"(0,6]","woman","no","no","no","no","ADU"
"134",18.75,19.3,"M-F32-C01_113343_032326.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"135",282.863,284.393,"M-F32-C01_113343_032326.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"136",284.393,286.585,"M-F32-C01_113343_032326.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"137",11.31,14.81,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"138",76.93,79.71,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"139",180.148,182.538,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"140",182.718,183.498,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"141",187.04,189.09,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"142",192.515,195.305,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"143",207.51,209.52,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"144",237.771,239.081,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"145",239.661,241.281,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"146",242.426,243.43,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"147",248.493,250.113,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"148",256.32,258.445,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"149",258.445,261.66,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"150",263.635,264.505,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"151",272.42,274.61,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"152",274.93,277.47,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"153",279.349,280.839,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"154",282.49,283.91,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"155",285.118,287.048,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"156",290.741,293.331,"M-F32-C01_145527_064510.eaf","M-F32-C01",5,"(0,6]","girl","no","no","no","no","OTRCHI"
"157",81.02,81.71,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"158",83.1,83.5,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"159",109.5,110.95,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","girl","no","no","no","no","OTRCHI"
"160",229.85,232,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"161",236.01,236.82,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"162",237.95,239.07,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"163",239.11,239.9,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"164",240.86,241.5,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"165",242.64,244.19,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"166",269.86,270.53,"M-F21-C01_123655_041935.eaf","M-F21-C01",24,"(18,24]","woman","no","no","no","no","ADU"
"167",229.49,230.615,"M-F26-C01_165538_075344.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"168",57.82,58.3,"M-F26-C01_170208_080014.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"169",95.68,97.22,"M-F26-C01_170208_080014.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"170",169.09,169.72,"M-F26-C01_170208_080014.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"171",88.66,91.39,"M-F26-C01_180606_090412.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"172",92.6,93.04,"M-F26-C01_180606_090412.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"173",95.97,98.06,"M-F26-C01_180606_090412.eaf","M-F26-C01",9,"(6,12]","girl","no","no","no","no","OTRCHI"
"174",146.49,146.78,"M-F26-C01_180606_090412.eaf","M-F26-C01",9,"(6,12]","woman","no","no","no","no","ADU"
"175",34.64,35.95,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"176",44.375,44.556,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"177",52.24,53.275,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"178",53.726,54.667,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"179",56.028,56.33,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"180",56.845,56.96,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"181",61.236,61.687,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"182",123.554,123.979,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"183",169.006,169.162,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"184",205.361,205.451,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"185",236.638,236.809,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"186",263.755,263.928,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"187",265.252,265.429,"M-F35-C01_114134_032938.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"188",1.28,2.5,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"189",3.47,5.26,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"190",22.91,23.18,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"191",242.76,244.07,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"192",252.22,252.59,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"193",256.5,256.93,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"194",268.01,268.74,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"195",274.58,274.97,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"196",282.25,282.86,"M-F35-C01_121313_040117.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"197",37.795,38.52,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"198",48.85,49.29,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"199",82.26,82.65,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"200",83.795,85.405,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"201",145.91,147.43,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"202",153.865,155.505,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"203",159.35,160.05,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"204",168.125,169.175,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"205",177.58,178.77,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"206",179.68,180.57,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"207",181.785,182.765,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"208",184.87,186.23,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"209",188.455,189.935,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"210",194.12,195.51,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"211",230.3,231.31,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"212",231.66,232.6,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"213",233.245,234.505,"M-F35-C01_123834_042638.eaf","M-F35-C01",13,"(12,18]","man","no","no","no","no","ADU"
"214",15.6,15.9,"M-F35-C01_135515_054319.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
"215",20.2,20.48,"M-F35-C01_135515_054319.eaf","M-F35-C01",13,"(12,18]","woman","no","no","no","no","ADU"
